Date,Frequency
2020-05-24,45
2020-05-25,51
2020-05-26,127
2020-05-27,108
2020-05-28,76
2020-05-29,97
2020-05-30,38
2020-05-31,34
2020-06-01,73
2020-06-02,80
2020-06-03,72
2020-06-04,97
2020-06-05,87
2020-06-06,41
2020-06-07,36
2020-06-08,79
2020-06-09,58
2020-06-10,59
2020-06-11,219
2020-06-12,188
2020-06-13,44
2020-06-14,44
2020-06-15,135
2020-06-16,106
2020-06-17,119
2020-06-18,102
2020-06-19,100
2020-06-20,31
2020-06-21,29
2020-06-22,97
2020-06-23,111
2020-06-24,85
2020-06-25,69
2020-06-26,74
2020-06-27,36
2020-06-28,40
2020-06-29,86
2020-06-30,100
2020-07-01,98
2020-07-02,86
2020-07-03,78
2020-07-04,17
2020-07-05,46
2020-07-06,91
2020-07-07,80
2020-07-08,86
2020-07-09,77
2020-07-10,68
2020-07-11,31
2020-07-12,25
2020-07-13,95
2020-07-14,119
2020-07-15,96
2020-07-16,93
2020-07-17,52
2020-07-18,49
2020-07-19,17
2020-07-20,63
2020-07-21,86
2020-07-22,50
2020-07-23,79
2020-07-24,61
2020-07-25,18
2020-07-26,33
2020-07-27,59
2020-07-28,67
2020-07-29,70
2020-07-30,71
2020-07-31,71
2020-08-01,42
2020-08-02,42
2020-08-03,63
2020-08-04,83
2020-08-05,75
2020-08-06,65
2020-08-07,63
2020-08-08,29
2020-08-09,30
2020-08-10,72
2020-08-11,86
2020-08-12,96
2020-08-13,76
2020-08-14,72
2020-08-15,34
2020-08-16,29
2020-08-17,53
2020-08-18,99
2020-08-19,84
2020-08-20,85
2020-08-21,106
2020-08-22,25
2020-08-23,40
2020-08-24,123
2020-08-25,338
2020-08-26,118
2020-08-27,90
2020-08-28,73
2020-08-29,34
2020-08-30,48
2020-08-31,99
2020-09-01,76
2020-09-02,146
2020-09-03,179
2020-09-04,151
2020-09-05,43
2020-09-06,32
2020-09-07,37
2020-09-08,97
2020-09-09,103
2020-09-10,99
2020-09-11,95
2020-09-12,21
2020-09-13,21
2020-09-14,63
2020-09-15,80
2020-09-16,69
2020-09-17,91
2020-09-18,95
2020-09-19,47
2020-09-20,25
2020-09-21,126
2020-09-22,57
2020-09-23,67
2020-09-24,79
2020-09-25,138
2020-09-26,31
2020-09-27,44
2020-09-28,75
2020-09-29,52
2020-09-30,67
2020-10-01,65
2020-10-02,99
2020-10-03,37
2020-10-04,44
2020-10-05,65
2020-10-06,145
2020-10-07,92
2020-10-08,71
2020-10-09,47
2020-10-10,25
2020-10-11,21
2020-10-12,86
2020-10-13,69
2020-10-14,71
2020-10-15,71
2020-10-16,57
2020-10-17,14
2020-10-18,23
2020-10-19,185
2020-10-20,102
2020-10-21,62
2020-10-22,75
2020-10-23,92
2020-10-24,33
2020-10-25,32
2020-10-26,136
2020-10-27,89
2020-10-28,184
2020-10-29,126
2020-10-30,97
2020-10-31,29
2020-11-01,41
2020-11-02,86
2020-11-03,110
2020-11-04,95
2020-11-05,110
2020-11-06,86
2020-11-07,29
2020-11-08,26
2020-11-09,123
2020-11-10,87
2020-11-11,72
2020-11-12,72
2020-11-13,65
2020-11-14,28
2020-11-15,24
2020-11-16,126
2020-11-17,120
2020-11-18,63
2020-11-19,76
2020-11-20,42
2020-11-21,24
2020-11-22,19
2020-11-23,64
2020-11-24,400
2020-11-25,356
2020-11-26,83
2020-11-27,71
2020-11-28,54
2020-11-29,44
2020-11-30,97
2020-12-01,107
2020-12-02,89
2020-12-03,108
2020-12-04,100
2020-12-05,61
2020-12-06,61
2020-12-07,89
2020-12-08,101
2020-12-09,98
2020-12-10,87
2020-12-11,93
2020-12-12,46
2020-12-13,48
2020-12-14,102
2020-12-15,93
2020-12-16,91
2020-12-17,66
2020-12-18,76
2020-12-19,62
2020-12-20,45
2020-12-21,72
2020-12-22,60
2020-12-23,52
2020-12-24,36
2020-12-25,35
2020-12-26,26
2020-12-27,40
2020-12-28,72
2020-12-29,99
2020-12-30,84
2020-12-31,77
2021-01-01,61
2021-01-02,34
2021-01-03,38
2021-01-04,83
2021-01-05,87
2021-01-06,86
2021-01-07,73
2021-01-08,76
2021-01-09,45
2021-01-10,25
2021-01-11,84
2021-01-12,49
2021-01-13,36
2021-01-14,83
2021-01-15,45
2021-01-16,24
2021-01-17,45
2021-01-18,47
2021-01-19,68
2021-01-20,84
2021-01-21,72
2021-01-22,61
2021-01-23,38
2021-01-24,27
2021-01-25,72
2021-01-26,57
2021-01-27,94
2021-01-28,127
2021-01-29,121
2021-01-30,48
2021-01-31,60
2021-02-01,83
2021-02-02,84
2021-02-03,58
2021-02-04,51
2021-02-05,55
2021-02-06,12
2021-02-07,12
2021-02-08,36
2021-02-09,70
2021-02-10,48
2021-02-11,43
2021-02-12,40
2021-02-13,40
2021-02-14,29
2021-02-15,27
2021-02-16,46
2021-02-17,77
2021-02-18,58
2021-02-19,60
2021-02-20,27
2021-02-21,41
2021-02-22,57
2021-02-23,67
2021-02-24,62
2021-02-25,57
2021-02-26,72
2021-02-27,31
2021-02-28,32
2021-03-01,69
