Date, Open, High, Low, Close
03/09/20, 24992.36, 24992.36, 23706.07, 23851.02
03/06/20, 25457.21, 25994.38, 25226.62, 25864.78
03/05/20, 26671.92, 26671.92, 25943.33, 26121.28
03/04/20, 26383.68, 27102.34, 26286.31, 27090.86
03/03/20, 26762.47, 27084.59, 25706.28, 25917.41
03/02/20, 25590.51, 26706.17, 25391.96, 26703.32
02/28/20, 25270.83, 25494.24, 24681.01, 25409.36
02/27/20, 26526.00, 26775.31, 25752.82, 25766.64
02/26/20, 27159.46, 27542.78, 26890.97, 26957.59
02/25/20, 28037.65, 28149.20, 26997.62, 27081.36
02/24/20, 28402.93, 28402.93, 27912.44, 27960.80
02/21/20, 29146.53, 29146.53, 28892.70, 28992.41
02/20/20, 29296.25, 29368.45, 28959.65, 29219.98
02/19/20, 29312.70, 29409.09, 29274.38, 29348.03
02/18/20, 29282.78, 29330.16, 29116.81, 29232.19
02/17/20, 29398.08, 29398.08, 29398.08, 29398.08
02/14/20, 29440.47, 29463.04, 29283.18, 29398.08
02/13/20, 29436.03, 29535.40, 29345.93, 29423.31
02/12/20, 29406.75, 29568.57, 29406.75, 29551.42
02/11/20, 29390.71, 29415.39, 29210.47, 29276.34
02/10/20, 28995.66, 29278.07, 28995.66, 29276.82
02/07/20, 29286.92, 29286.92, 29056.98, 29102.51
02/06/20, 29388.58, 29408.05, 29246.93, 29379.77
02/05/20, 29048.73, 29308.89, 29000.85, 29290.85
02/04/20, 28696.74, 28904.88, 28696.74, 28807.63
02/03/20, 28319.65, 28630.39, 28319.65, 28399.81
01/31/20, 28813.04, 28813.04, 28169.53, 28256.03
01/30/20, 28640.16, 28879.71, 28489.76, 28859.44
01/29/20, 28820.53, 28944.24, 28728.19, 28734.45
01/28/20, 28594.28, 28823.23, 28575.75, 28722.85
01/27/20, 28542.49, 28671.79, 28440.47, 28535.80
01/24/20, 29230.39, 29288.79, 28843.31, 28989.73
01/23/20, 29111.02, 29190.47, 28966.98, 29160.09
01/22/20, 29263.63, 29320.20, 29172.26, 29186.27
01/21/20, 29269.05, 29341.21, 29146.47, 29196.04
01/17/20, 29313.31, 29373.62, 29289.91, 29348.10
01/16/20, 29131.95, 29300.32, 29131.95, 29297.64
01/15/20, 28901.80, 29127.59, 28897.35, 29030.22
01/14/20, 28895.50, 29054.16, 28872.27, 28939.67
01/13/20, 28869.01, 28909.91, 28819.43, 28907.05
01/10/20, 28977.52, 29009.07, 28789.10, 28823.77
01/09/20, 28851.97, 28988.01, 28844.31, 28956.90
01/08/20, 28556.14, 28866.18, 28522.51, 28745.09
01/07/20, 28639.18, 28685.50, 28565.28, 28583.68
01/06/20, 28465.50, 28708.02, 28418.63, 28703.38
01/03/20, 28553.33, 28716.31, 28500.36, 28634.88
01/02/20, 28638.97, 28872.80, 28627.77, 28868.80
12/31/19, 28414.64, 28547.35, 28376.49, 28538.44
12/30/19, 28654.76, 28664.69, 28428.98, 28462.14
12/27/19, 28675.34, 28701.66, 28608.98, 28645.26
12/26/19, 28539.46, 28624.10, 28535.15, 28621.39
12/24/19, 28572.57, 28576.80, 28503.21, 28515.45
12/23/19, 28491.78, 28582.49, 28491.78, 28551.53
12/20/19, 28608.64, 28608.64, 28445.60, 28455.09
12/19/19, 28278.31, 28381.48, 28278.24, 28376.96
12/18/19, 28291.44, 28323.25, 28239.28, 28239.28
12/17/19, 28221.75, 28328.63, 28220.56, 28267.16
12/16/19, 28191.67, 28337.49, 28191.67, 28235.89
12/13/19, 28123.64, 28290.73, 28028.32, 28135.38
12/12/19, 27898.34, 28224.95, 27859.87, 28132.05
12/11/19, 27867.31, 27925.50, 27801.80, 27911.30
12/10/19, 27900.65, 27949.02, 27804.00, 27881.72
12/09/19, 27987.05, 28010.42, 27906.14, 27909.60
12/06/19, 27839.68, 28035.85, 27839.68, 28015.06
12/05/19, 27736.05, 27745.20, 27562.80, 27677.79
12/04/19, 27634.63, 27727.45, 27612.08, 27649.78
12/03/19, 27501.98, 27524.74, 27325.13, 27502.81
12/02/19, 28109.74, 28109.84, 27782.35, 27783.04
11/29/19, 28103.16, 28119.51, 28042.53, 28051.41
11/27/19, 28156.47, 28174.97, 28075.23, 28164.00
11/26/19, 28080.75, 28146.02, 28042.21, 28121.68
11/25/19, 27917.77, 28068.69, 27917.77, 28066.47
11/22/19, 27831.23, 27898.46, 27773.98, 27875.62
11/21/19, 27820.28, 27828.33, 27708.34, 27766.29
11/20/19, 27879.55, 27897.28, 27675.28, 27821.09
11/19/19, 28079.76, 28090.21, 27894.52, 27934.02
11/18/19, 27993.22, 28040.97, 27969.24, 28036.22
11/15/19, 27843.54, 28004.89, 27843.54, 28004.89
11/14/19, 27757.20, 27800.71, 27676.97, 27781.96
11/13/19, 27622.04, 27806.40, 27587.20, 27783.59
11/12/19, 27701.59, 27770.86, 27635.32, 27691.49
11/11/19, 27580.66, 27714.39, 27517.67, 27691.49
11/08/19, 27686.20, 27694.95, 27578.97, 27681.24
11/07/19, 27590.16, 27774.67, 27590.16, 27674.80
11/06/19, 27502.74, 27526.05, 27407.81, 27492.56
11/05/19, 27500.23, 27560.36, 27453.55, 27492.63
11/04/19, 27402.06, 27517.58, 27402.06, 27462.11
11/01/19, 27142.95, 27347.43, 27142.95, 27347.36
10/31/19, 27188.37, 27188.37, 26918.29, 27046.23
10/30/19, 27110.71, 27204.36, 26999.64, 27186.69
10/29/19, 27061.07, 27165.94, 27039.76, 27071.42
10/28/19, 27040.33, 27167.88, 27028.71, 27090.72
10/25/19, 26789.61, 27015.37, 26765.68, 26958.06
10/24/19, 26893.93, 26931.78, 26714.34, 26805.53
10/23/19, 26835.24, 26896.89, 26745.00, 26833.95
10/22/19, 26850.43, 26946.64, 26782.61, 26788.10
10/21/19, 26852.67, 26852.67, 26747.62, 26827.64
10/18/19, 27004.49, 27018.25, 26770.13, 26770.20
10/17/19, 27032.38, 27112.16, 26970.29, 27025.88
10/16/19, 26972.31, 27058.34, 26943.29, 27001.98
10/15/19, 26811.20, 27120.11, 26811.20, 27024.80
10/14/19, 26766.43, 26874.33, 26749.18, 26787.36
10/11/19, 26694.20, 27013.97, 26694.20, 26816.59
10/10/19, 26317.35, 26603.31, 26314.51, 26496.67
10/09/19, 26308.23, 26424.31, 26249.75, 26346.01
10/08/19, 26276.59, 26421.81, 26139.80, 26164.04
10/07/19, 26502.33, 26655.84, 26424.54, 26478.02
10/04/19, 26271.70, 26590.74, 26271.70, 26573.72
10/03/19, 26039.02, 26205.20, 25743.46, 26201.04
10/02/19, 26425.86, 26438.04, 25974.12, 26078.62
10/01/19, 26962.54, 27046.21, 26562.22, 26573.04
09/30/19, 26852.33, 26998.86, 26852.33, 26916.83
09/27/19, 26987.26, 27012.54, 26715.82, 26820.25
09/26/19, 27004.11, 27015.07, 26803.84, 26891.12
09/25/19, 26866.71, 27016.56, 26755.86, 26970.71
09/24/19, 27034.07, 27079.68, 26704.96, 26807.77
09/23/19, 26851.45, 27011.07, 26831.34, 26949.99
09/20/19, 27102.18, 27194.75, 26926.68, 26935.07
09/19/19, 27186.05, 27272.17, 27064.21, 27094.79
09/18/19, 27075.39, 27161.93, 26899.15, 27147.08
09/17/19, 27010.12, 27110.80, 26984.14, 27110.80
09/16/19, 27146.06, 27172.87, 27032.56, 27076.82
09/13/19, 27216.67, 27277.55, 27193.95, 27219.52
09/12/19, 27197.32, 27306.73, 27105.01, 27182.45
09/11/19, 26928.05, 27137.04, 26885.48, 27137.04
09/10/19, 26805.83, 26909.43, 26717.05, 26909.43
09/09/19, 26866.23, 26900.83, 26762.18, 26835.51
09/06/19, 26790.25, 26860.87, 26708.39, 26797.46
09/05/19, 26603.15, 26836.30, 26603.15, 26728.15
09/04/19, 26301.99, 26362.35, 26244.44, 26355.47
09/03/19, 26198.26, 26198.26, 25978.22, 26118.02
08/30/19, 26476.39, 26514.62, 26295.59, 26403.28
08/29/19, 26249.09, 26408.84, 26185.71, 26362.25
08/28/19, 25712.99, 26041.57, 25637.43, 26036.10
08/27/19, 26014.46, 26054.02, 25721.85, 25777.90
08/26/19, 25826.05, 25941.25, 25716.39, 25898.83
08/23/19, 26134.21, 26320.29, 25507.18, 25628.90
08/22/19, 26271.64, 26388.78, 26099.01, 26252.24
08/21/19, 26145.36, 26268.32, 26141.77, 26202.73
08/20/19, 26086.86, 26160.12, 25952.00, 25962.44
08/19/19, 26020.06, 26222.32, 26020.06, 26135.79
08/16/19, 25678.17, 25929.65, 25678.17, 25886.01
08/15/19, 25514.25, 25639.69, 25339.60, 25579.39
08/14/19, 26035.08, 26035.08, 25471.59, 25479.42
08/13/19, 25888.88, 26426.97, 25833.25, 26279.91
08/12/19, 26169.91, 26178.95, 25824.94, 25907.37
08/09/19, 26337.09, 26413.36, 26097.64, 26287.44
08/08/19, 26086.52, 26383.61, 26038.10, 26378.19
08/07/19, 25814.22, 26073.21, 25440.39, 26007.07
08/06/19, 25810.62, 26038.68, 25710.87, 26029.52
08/05/19, 26259.23, 26259.23, 25523.38, 25717.74
08/02/19, 26528.66, 26570.02, 26249.22, 26485.01
08/01/19, 26879.86, 27175.59, 26548.71, 26583.42
